membership_number,athlete_name,gender,club_name,wso,national_rank,internal_id,lifter_age,competition_age,lift_date,birth_year,Meet,Date,Age Category,Weight Class,Lifter,Body Weight (Kg),Snatch Lift 1,Snatch Lift 2,Snatch Lift 3,C&J Lift 1,C&J Lift 2,C&J Lift 3,Best Snatch,Best C&J,Total,qpoints,qmasters,sinclair,sinclairmeltzerfaber,sinclairhuebnermetzerfaber,batch_id,batch_date
216123,Michelle Ngo,F,Team Divergent,California North Central,805,,18,,2016-05-21,1998,,,Women's 11 Under Age Group,63kg,Michelle Ngo,,,,,,,,,,117,,,,,,division_216123_20250810T222554.319Z,2025-08-10T22:25:54.319Z
