membership_number,athlete_name,gender,club_name,wso,national_rank,internal_id,lifter_age,competition_age,lift_date,birth_year,Meet,Date,Age Category,Weight Class,Lifter,Body Weight (Kg),Snatch Lift 1,Snatch Lift 2,Snatch Lift 3,C&J Lift 1,C&J Lift 2,C&J Lift 3,Best Snatch,Best C&J,Total,qpoints,qmasters,sinclair,sinclairmeltzerfaber,sinclairhuebnermetzerfaber,batch_id,batch_date
214403,Victoria Wolk,F,BLACK & RED BARBELL CLUB,DMV,1034,,24,,2015-06-21,1991,,,Women's 11 Under Age Group,63kg,Victoria Wolk,,,,,,,,,,77,,,,,,division_214403_20250810T222057.843Z,2025-08-10T22:20:57.843Z
