membership_number,athlete_name,gender,club_name,wso,national_rank,internal_id,lifter_age,competition_age,lift_date,birth_year,Meet,Date,Age Category,Weight Class,Lifter,Body Weight (Kg),Snatch Lift 1,Snatch Lift 2,Snatch Lift 3,C&J Lift 1,C&J Lift 2,C&J Lift 3,Best Snatch,Best C&J,Total,qpoints,qmasters,sinclair,sinclairmeltzerfaber,sinclairhuebnermetzerfaber,batch_id,batch_date
167132,Jeremy Rutledge,M,-,Texas-Oklahoma,127,,34,,2012-05-18,1978,,,Men's 11 Under Age Group,65+kg,Jeremy Rutledge,,,,,,,,,,266,,,,,,division_167132_20250810T222643.054Z,2025-08-10T22:26:43.054Z
